Id,鄉鎮市區,交易標的,路名,土地移轉總面積平方公尺,都市土地使用分區,土地數,建物數,車位數,移轉層次,移轉層次項目,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,交易年,交易日,交易月,地鐵站,超商,公園,托兒所,國小,國中,高中職,大學,金融機構,醫院,大賣場,超市,百貨公司,警察局,消防局,縱坐標,橫坐標
1252,北投區,房地(土地+建物),明德路,26.7,第三種住宅區,1.0,1.0,0.0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1969-04-08,115.11,5,1,5,有,無,2021,23,4,1.0,12.0,9.0,20.0,20.0,19.0,4.0,13.0,19.0,20.0,9.0,20.0,18.0,20.0,14.0,25.078369204695452,121.55018787121844
1253,內湖區,房地(土地+建物),金龍路,11.87,住,1.0,1.0,0,3,無,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1993-12-13,37.39,1,1,1,有,有,2019,1,11,0.0,5.0,5.0,20.0,20.0,17.0,6.0,7.0,17.0,20.0,9.0,20.0,8.0,19.0,15.0,25.04982690469545,121.61752797121844
1254,北投區,房地(土地+建物),杏林一路,42.5,第三種住宅區,2.0,1.0,0.0,2,無,2.0,公寓(5樓含以下無電梯),住家用,加強磚造,1959-10-05,59.41,2,2,1,有,無,2021,7,5,1.0,10.0,11.0,19.0,20.0,16.0,4.0,12.0,19.0,20.0,6.0,20.0,13.0,14.0,15.0,25.103330404695452,121.53083547121844
1255,松山區,房地(土地+建物)+車位,延壽街,57.96,住,1.0,1.0,1,8,無,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2009-03-20,211.53,4,2,2,有,有,2019,16,9,0.0,13.0,11.0,20.0,20.0,20.0,10.0,16.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.018350304695453,121.59120287121844
1256,松山區,房地(土地+建物),延壽街,67.25,住宅用地,1.0,1.0,0.0,4,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1958-12-12,165.68,4,2,2,有,無,2021,15,1,0.0,11.0,18.0,20.0,20.0,20.0,10.0,16.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.01856590469545,121.59032197121844
1257,大安區,房地(土地+建物),建國南路一段,12.07,住,2.0,1.0,0,1,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1987-02-16,82.36,2,2,1,有,有,2020,22,3,2.0,10.0,11.0,20.0,20.0,20.0,14.0,19.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,24.99776420469545,121.57069997121843
1258,中山區,房地(土地+建物),松江路,26.4,住,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1977-11-08,90.94,2,2,1,有,無,2020,7,6,1.0,16.0,11.0,20.0,20.0,20.0,10.0,18.0,20.0,20.0,15.0,20.0,20.0,20.0,20.0,25.02759050469545,121.56623707121844
1259,士林區,房地(土地+建物),延平北路五段,9.37,第三種住宅區,2.0,1.0,0,10,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2006-01-13,68.56,1,1,1,有,有,2020,1,7,0.0,5.0,8.0,20.0,20.0,20.0,9.0,16.0,18.0,20.0,11.0,20.0,20.0,20.0,20.0,25.04259540469545,121.54245817121844
1260,士林區,房地(土地+建物)+車位,天母東路,36.95,第三種住宅區,4.0,1.0,3,2,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1977-09-01,285.37,4,2,2,有,有,2020,23,12,0.0,8.0,12.0,20.0,20.0,18.0,4.0,15.0,18.0,20.0,9.0,20.0,20.0,20.0,13.0,25.08165480469545,121.56538027121844
1261,大安區,房地(土地+建物),延吉街,28.5,第四種住宅區,1.0,1.0,0,2,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1986-07-23,156.8,6,0,6,有,無,2020,14,8,1.0,18.0,10.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00528240469545,121.58594707121844
1262,士林區,房地(土地+建物),永平街,33.67,住,1.0,1.0,0,3,陽台,3.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1976-07-29,74.65,2,2,1,有,無,2019,12,12,0.0,7.0,8.0,20.0,20.0,20.0,9.0,11.0,12.0,20.0,9.0,20.0,19.0,20.0,20.0,25.05339630469545,121.53676997121843
1263,內湖區,房地(土地+建物),成功路二段,12.09,第三種住宅區,2.0,1.0,0,7,無,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2009-07-31,58.1,1,1,1,有,有,2019,22,11,0.0,7.0,6.0,20.0,20.0,20.0,8.0,8.0,17.0,20.0,11.0,20.0,15.0,20.0,19.0,25.00804600469545,121.55742387121843
1264,信義區,房地(土地+建物),虎林街,29.54,住,1.0,1.0,0,2,無,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1984-04-13,118.26,3,1,1,有,有,2020,9,3,2.0,16.0,18.0,20.0,20.0,18.0,8.0,11.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.005378404695453,121.60854897121844
1265,中山區,房地(土地+建物),龍江路,29.64,第三種住宅區,6.0,1.0,0.0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1968-09-10,105.31,3,2,2,有,無,2020,18,12,0.0,7.0,7.0,20.0,20.0,20.0,9.0,17.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.027369104695453,121.57492697121843
1266,北投區,房地(土地+建物)+車位,稻香路,38.72,住,1.0,1.0,1,5,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2018-12-25,184.31,3,2,2,有,有,2019,28,10,1.0,4.0,11.0,16.0,19.0,11.0,3.0,12.0,14.0,20.0,5.0,19.0,6.0,13.0,14.0,25.10121440469545,121.52201187121844
1267,中山區,房地(土地+建物),松江路,8.19,第三種住宅區,1.0,1.0,0,6,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2004-08-29,38.41,1,0,1,有,有,2020,27,12,1.0,19.0,14.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
1268,文山區,房地(土地+建物)+車位,忠順街二段,17.17,住,1.0,1.0,1,4,無,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2020-02-13,149.99,2,2,2,有,有,2019,13,4,0.0,9.0,15.0,20.0,20.0,18.0,11.0,18.0,16.0,18.0,6.0,20.0,6.0,18.0,11.0,24.94773270469545,121.59728407121844
1269,士林區,房地(土地+建物),大南路,21.32,住,2.0,1.0,0,5,無,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1990-07-28,114.15,3,2,2,有,有,2020,16,5,0.0,10.0,8.0,20.0,20.0,20.0,8.0,14.0,14.0,20.0,10.0,20.0,19.0,20.0,19.0,25.052218804695453,121.54796597121843
1270,松山區,房地(土地+建物),復興北路,35.3,第三種住宅區,1.0,1.0,0,4,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1979-12-17,184.45,5,2,2,有,有,2020,2,12,0.0,14.0,14.0,20.0,20.0,20.0,11.0,19.0,20.0,20.0,13.0,20.0,20.0,20.0,0.0,25.00804600469545,121.55742387121843
1271,內湖區,房地(土地+建物),大湖山莊街,48.81,第三種住宅區,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1987-08-20,124.72,3,1,1,有,無,2020,30,10,1.0,4.0,12.0,20.0,20.0,13.0,5.0,3.0,18.0,20.0,12.0,20.0,9.0,20.0,16.0,25.04873190469545,121.63321497121844
1272,內湖區,房地(土地+建物),康寧路三段,31.18,住,1.0,1.0,0,6,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1994-12-29,119.48,3,2,2,有,有,2020,5,6,2.0,13.0,12.0,20.0,19.0,18.0,4.0,5.0,17.0,20.0,11.0,20.0,10.0,20.0,15.0,25.034820104695452,121.64373677121844
1273,文山區,房地(土地+建物),景華街,30.32,住,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1983-09-02,109.14,3,2,2,有,有,2019,4,11,1.0,7.0,11.0,20.0,20.0,20.0,16.0,17.0,14.0,20.0,9.0,20.0,13.0,20.0,18.0,24.95633710469545,121.57914647121844
1274,士林區,房地(土地+建物),大南路,37.0,第三種住宅區,1.0,1.0,0,1,騎樓,3.0,公寓(5樓含以下無電梯),住家用,加強磚造,1971-05-06,108.61,0,0,0,無,無,2020,14,10,0.0,13.0,7.0,20.0,20.0,20.0,8.0,14.0,17.0,20.0,10.0,20.0,20.0,20.0,20.0,25.05085390469545,121.55059327121843
1275,中山區,房地(土地+建物)+車位,南京東路三段,18.38,第三種住宅區,1.0,1.0,1.0,8,無,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2006-10-02,136.61,2,2,1,有,有,2021,22,2,2.0,13.0,15.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.01559730469545,121.57012137121843
1276,信義區,房地(土地+建物),基隆路一段,6.23,第四種住宅區,3.0,1.0,0.0,6,無,6.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1962-11-24,25.65,3,1,2,有,無,2021,1,4,3.0,15.0,12.0,20.0,20.0,20.0,14.0,17.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
1277,信義區,房地(土地+建物),吳興街,25.99,住,2.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1987-02-05,108.39,3,2,2,有,無,2019,23,9,0.0,2.0,3.0,20.0,20.0,19.0,13.0,16.0,18.0,20.0,9.0,20.0,18.0,20.0,16.0,24.98112870469545,121.60236897121844
1278,內湖區,房地(土地+建物),民權東路六段,20.74,第三種住宅區,1.0,1.0,0.0,12,無,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1983-05-09,99.75,3,2,1,有,有,2021,26,3,2.0,14.0,12.0,20.0,20.0,12.0,7.0,5.0,16.0,20.0,13.0,20.0,9.0,19.0,15.0,24.986825104695452,121.55742387121843
1279,內湖區,房地(土地+建物)+車位,環山路一段,46.51,第三種住宅區,1.0,1.0,3.0,12,無,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1998-10-07,335.68,4,2,2,有,有,2021,20,3,1.0,10.0,11.0,20.0,20.0,20.0,5.0,13.0,19.0,18.0,13.0,20.0,14.0,20.0,17.0,24.986825104695452,121.55742387121843
1280,內湖區,房地(土地+建物)+車位,新富街,51.22,住宅區,1.0,1.0,2.0,14,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2001-06-01,348.35,3,1,3,有,有,2020,7,11,0.0,4.0,11.0,20.0,20.0,17.0,8.0,9.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
1281,中正區,房地(土地+建物),寧波西街,34.0,住,2.0,1.0,0,3,陽台,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1973-02-01,81.55,3,2,1,有,無,2020,13,3,0.0,10.0,3.0,20.0,20.0,20.0,12.0,20.0,19.0,20.0,14.0,20.0,20.0,20.0,20.0,24.990555704695453,121.54401717121844
1282,文山區,房地(土地+建物),木新路三段,24.5,第三種住宅區,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1985-01-12,76.21,3,1,1,有,無,2020,26,11,0.0,8.0,8.0,20.0,20.0,19.0,12.0,15.0,16.0,19.0,7.0,20.0,11.0,20.0,12.0,24.94191840469545,121.58748507121844
1283,北投區,房地(土地+建物),同德街,29.66,第三種住宅區,1.0,1.0,0.0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1973-10-22,104.52,3,2,2,有,有,2021,28,2,0.0,8.0,10.0,20.0,20.0,17.0,4.0,15.0,18.0,20.0,4.0,20.0,18.0,20.0,12.0,25.086382404695453,121.56021017121844
1284,北投區,房地(土地+建物),清江路,33.0,住,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-08-03,111.31,4,2,1,有,無,2020,2,3,2.0,11.0,15.0,19.0,20.0,18.0,5.0,14.0,20.0,20.0,9.0,20.0,17.0,17.0,10.0,25.09154350469545,121.53350767121844
1285,中正區,房地(土地+建物),林森南路,23.51,住,2.0,1.0,0,5,無,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2017-03-02,131.75,2,1,2,有,有,2020,18,2,2.0,12.0,3.0,20.0,20.0,20.0,14.0,19.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.00159700469545,121.55399947121843
1286,大安區,房地(土地+建物),樂利路,24.06,住,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-01-30,86.89,2,2,1,有,無,2020,18,5,2.0,15.0,14.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,24.990644404695452,121.58408637121843
1287,南港區,房地(土地+建物),向陽路,22.38,住宅區,1.0,1.0,0,2,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2008-10-09,79.02,2,1,1,有,有,2020,28,7,0.0,7.0,11.0,20.0,20.0,17.0,7.0,5.0,19.0,20.0,13.0,20.0,18.0,20.0,19.0,25.020183804695453,121.62841837121844
1288,萬華區,房地(土地+建物),桂林路,28.5,住,1.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,1970-04-22,86.73,3,2,1,有,無,2020,8,2,0.0,9.0,14.0,20.0,20.0,20.0,12.0,13.0,20.0,20.0,15.0,20.0,20.0,20.0,20.0,24.998415604695452,121.52457137121844
1289,內湖區,房地(土地+建物)+車位,陽光街,21.23,第二種住宅區,1.0,1.0,1,5,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2019-07-16,43.58,1,1,1,有,有,2020,16,8,1.0,5.0,7.0,20.0,20.0,20.0,9.0,7.0,18.0,20.0,10.0,20.0,15.0,20.0,18.0,25.03634010469545,121.61736587121844
1290,北投區,房地(土地+建物)+車位,文林北路,31.86,第三之二種住宅區,2.0,1.0,2,2,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2006-11-28,250.959999999999,3,2,2,有,有,2021,10,1,1.0,9.0,9.0,20.0,20.0,20.0,6.0,11.0,17.0,20.0,11.0,20.0,15.0,20.0,18.0,25.06797760469545,121.54889697121844
1291,信義區,房地(土地+建物)+車位,永吉路,30.54,第三種住宅區,1.0,2.0,1,5,見使用執照,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1998-01-23,100.47,3,1,2,有,無,2020,1,12,2.0,13.0,19.0,20.0,20.0,19.0,8.0,15.0,20.0,20.0,15.0,20.0,20.0,20.0,20.0,25.00641150469545,121.60618257121844
1292,文山區,房地(土地+建物)+車位,辛亥路四段,12.91,第三種住宅區,1.0,1.0,1,6,無,26.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2009-04-30,122.509999999999,2,2,1,有,有,2020,3,7,2.0,9.0,8.0,20.0,20.0,20.0,14.0,18.0,17.0,20.0,8.0,20.0,20.0,20.0,15.0,24.96424600469545,121.58752827121843
1293,大安區,房地(土地+建物),四維路,28.93,第三種住宅區,1.0,1.0,0,3,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1985-05-02,145.21,3,2,2,有,無,2020,2,11,1.0,16.0,16.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,24.990046104695452,121.57958147121843
1294,北投區,房地(土地+建物)+車位,致遠二路,19.36,住,1.0,1.0,1,4,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2019-09-09,112.62,2,2,1,有,有,2019,19,11,1.0,9.0,9.0,20.0,20.0,19.0,6.0,11.0,18.0,20.0,9.0,20.0,18.0,20.0,14.0,25.078583904695453,121.54247697121843
1295,信義區,房地(土地+建物),忠孝東路五段,39.75,住,2.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1972-08-01,77.97,3,1,1,有,無,2020,16,5,1.0,12.0,16.0,20.0,20.0,18.0,8.0,10.0,19.0,20.0,11.0,20.0,20.0,20.0,20.0,25.00266770469545,121.61227157121844
1296,大安區,房地(土地+建物)+車位,和平東路三段,16.65,第三種住宅區,1.0,1.0,2,2,無,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2009-08-04,174.85,2,2,1,有,無,2017,22,5,1.0,6.0,6.0,20.0,20.0,20.0,15.0,19.0,20.0,20.0,9.0,20.0,20.0,20.0,20.0,24.97929190469545,121.59172597121844
1297,北投區,房地(土地+建物)+車位,溫泉路,173.63,特定休閒旅館住宅專用區,1.0,1.0,2.0,3,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2003-08-28,320.51,0,0,0,無,有,2021,27,1,0.0,2.0,6.0,16.0,20.0,17.0,4.0,14.0,18.0,20.0,9.0,20.0,15.0,16.0,10.0,24.986825104695452,121.55742387121843
1298,北投區,房地(土地+建物),立農街二段,29.9,第三種住宅區,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-06-09,97.66,3,2,2,有,無,2021,30,1,1.0,9.0,8.0,20.0,20.0,20.0,5.0,15.0,20.0,20.0,9.0,20.0,11.0,20.0,15.0,25.07959340469545,121.54585717121844
1299,南港區,房地(土地+建物)+車位,忠孝東路六段,8.85,住,2.0,1.0,1,2,無,16.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2015-03-25,96.3,3,1,2,有,有,2019,4,11,2.0,7.0,17.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00922210469545,121.61635507121844
1300,文山區,房地(土地+建物)+車位,辛亥路四段,39.9,住,3.0,1.0,1,8,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2003-09-22,95.7,1,1,1,有,有,2019,19,12,0.0,2.0,4.0,20.0,20.0,20.0,14.0,17.0,17.0,20.0,9.0,20.0,20.0,20.0,19.0,24.97092600469545,121.59224437121844
1301,中正區,房地(土地+建物),臨沂街,36.14,住,1.0,1.0,0,3,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1984-11-14,157.02,3,2,2,有,有,2020,26,2,2.0,15.0,13.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,24.99671640469545,121.56117967121844
1302,信義區,房地(土地+建物),吳興街,24.75,住,1.0,1.0,0,1,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-03-28,69.36,3,1,1,有,無,2020,25,3,0.0,3.0,5.0,20.0,20.0,19.0,12.0,15.0,20.0,20.0,9.0,20.0,20.0,20.0,17.0,24.98258010469545,121.60201167121843
1303,士林區,房地(土地+建物),延平北路五段,3.09,第三之二種住宅區,2.0,1.0,0.0,4,無,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,1958-02-22,8.55,3,2,1,有,無,2021,1,3,0.0,11.0,6.0,20.0,20.0,20.0,10.0,14.0,18.0,20.0,10.0,20.0,20.0,20.0,20.0,25.047074804695452,121.54251887121843
1304,士林區,房地(土地+建物)+車位,中山北路五段,21.82,住,2.0,1.0,2,8,無,22.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,2019-07-30,283.08,3,2,2,有,無,2016,15,10,2.0,8.0,12.0,20.0,20.0,20.0,5.0,15.0,16.0,20.0,10.0,20.0,17.0,20.0,19.0,25.060025804695453,121.55939847121844
1305,萬華區,房地(土地+建物),西園路二段,21.94,第三種住宅區,1.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1971-11-30,65.96,3,2,1,有,無,2020,26,11,0.0,12.0,6.0,20.0,20.0,20.0,12.0,15.0,17.0,20.0,15.0,20.0,19.0,20.0,20.0,24.98691440469545,121.52483637121844
1306,松山區,房地(土地+建物),南京東路五段,21.46,第三種住宅區,1.0,1.0,0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1986-01-31,77.67,2,2,2,有,無,2020,2,11,0.0,18.0,12.0,20.0,20.0,20.0,11.0,16.0,20.0,20.0,6.0,20.0,20.0,20.0,20.0,25.01470570469545,121.59704667121844
1307,北投區,房地(土地+建物),公館路,19.76,住,1.0,1.0,0,4,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2014-06-19,75.71,1,1,1,有,無,2020,26,3,2.0,7.0,17.0,20.0,20.0,16.0,5.0,14.0,16.0,20.0,10.0,20.0,15.0,20.0,14.0,25.085157804695452,121.53654377121843
1308,北投區,房地(土地+建物),明德路,39.0,住,1.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1973-02-07,94.3,3,2,2,有,無,2019,18,12,2.0,10.0,9.0,20.0,20.0,19.0,5.0,12.0,18.0,20.0,9.0,20.0,17.0,20.0,14.0,25.07857400469545,121.55160827121844
1309,大同區,房地(土地+建物),延平北路三段,23.8,第四種住宅區,1.0,1.0,0.0,4,陽臺,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1961-04-17,115.42,5,0,5,有,無,2017,20,12,1.0,13.0,9.0,20.0,20.0,20.0,13.0,17.0,20.0,20.0,8.0,20.0,20.0,20.0,20.0,25.02720080469545,121.54268487121844
1310,信義區,房地(土地+建物),嘉興街,24.51,第三種住宅區,2.0,1.0,0.0,4,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1975-03-14,111.69,3,2,2,有,無,2021,1,4,0.0,12.0,11.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.98683800469545,121.58728317121844
1311,大安區,房地(土地+建物),忠孝東路三段,40.14,第三種住宅區,1.0,1.0,0.0,3,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1961-10-02,175.42,5,2,2,有,無,2021,14,4,1.0,15.0,11.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.00516700469545,121.57247257121844
1312,士林區,房地(土地+建物),重慶北路四段,12.57,第三種住宅區,2.0,1.0,0,2,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2006-04-13,80.5,1,1,1,有,有,2020,12,11,0.0,12.0,9.0,20.0,20.0,18.0,10.0,13.0,19.0,19.0,10.0,20.0,14.0,20.0,20.0,25.04786300469545,121.54328077121843
1313,士林區,房地(土地+建物),雨聲街,35.54,第三種住宅區,1.0,1.0,0.0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1971-12-02,108.31,3,2,2,有,無,2021,29,3,1.0,6.0,13.0,20.0,20.0,20.0,5.0,13.0,15.0,20.0,10.0,20.0,15.0,20.0,17.0,24.986825104695452,121.55742387121843
1314,萬華區,房地(土地+建物),富民路,13.11,第三之二種住宅區,1.0,1.0,0,8,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1983-09-29,101.66,4,2,2,有,有,2020,23,11,0.0,6.0,10.0,20.0,20.0,20.0,11.0,15.0,18.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
1315,信義區,房地(土地+建物),吳興街,19.11,住,1.0,1.0,0,4,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1982-02-27,100.42,3,2,2,有,無,2019,24,11,1.0,13.0,14.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,24.992821204695453,121.59245117121844
1316,文山區,房地(土地+建物),興隆路二段,34.5,住,5.0,1.0,0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1979-03-20,108.35,3,2,2,有,無,2020,1,6,1.0,8.0,7.0,20.0,20.0,20.0,15.0,17.0,15.0,20.0,9.0,20.0,20.0,20.0,19.0,24.96084960469545,121.58437527121843
1317,內湖區,房地(土地+建物)+車位,康樂街,27.25,第三種住宅區,1.0,1.0,1.0,7,無,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,2009-04-24,181.82,4,2,2,有,有,2020,31,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.986825204695453,121.55742387121843
1318,文山區,房地(土地+建物)+車位,木新路二段,42.26,住,1.0,1.0,1,7,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1994-09-03,155.0,3,2,2,有,有,2019,3,11,0.0,12.0,12.0,20.0,20.0,17.0,10.0,8.0,11.0,17.0,5.0,20.0,7.0,19.0,11.0,24.947844804695453,121.60261697121844
1319,大同區,房地(土地+建物),重慶北路三段,23.6,第四種住宅區,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1983-10-14,79.99,3,2,1,有,無,2020,21,11,2.0,11.0,13.0,20.0,20.0,20.0,12.0,16.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.02610490469545,121.54636857121844
1320,大同區,房地(土地+建物),重慶北路三段,35.4,住,1.0,1.0,0,6,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2018-04-26,144.46,3,2,2,有,有,2020,24,2,1.0,11.0,12.0,20.0,20.0,20.0,11.0,17.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.033245904695452,121.54685627121845
1321,北投區,房地(土地+建物)+車位,榮華一路,47.73,第三種住宅區,2.0,1.0,1.0,6,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1998-02-12,210.37,4,2,2,有,無,2021,13,3,0.0,10.0,10.0,20.0,20.0,20.0,4.0,11.0,18.0,20.0,10.0,20.0,18.0,20.0,16.0,24.986825104695452,121.55742387121843
1322,大安區,房地(土地+建物),通化街,36.09,第三種住宅區,1.0,1.0,0,3,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1982-06-30,175.82,2,2,3,有,有,2020,31,12,0.0,14.0,13.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
1323,士林區,房地(土地+建物),中山北路七段,28.86,第二種住宅區,1.0,1.0,0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-11-07,108.88,3,2,2,有,有,2021,21,1,0.0,9.0,11.0,20.0,20.0,17.0,4.0,14.0,19.0,20.0,9.0,20.0,19.0,20.0,12.0,25.083885604695453,121.56618507121844
1324,南港區,房地(土地+建物)+車位,重陽路,38.95,住,1.0,1.0,1,7,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2006-12-29,190.31,4,2,2,有,有,2019,2,11,0.0,9.0,10.0,20.0,20.0,17.0,7.0,5.0,18.0,18.0,12.0,20.0,12.0,20.0,18.0,25.01943420469545,121.62801437121844
